x,y,z,qx,qy,qz,qw
13.8093,16.6673,0.207941,0.567755,-0.368647,0.734984,0.734984
13.827,16.7097,0.217063,0.567404,-0.376403,0.730993,0.730993
13.8445,16.7506,0.225022,0.567208,-0.384126,0.72669,0.72669
13.8635,16.7926,0.229698,0.567041,-0.390713,0.72282,0.72282
13.8821,16.8333,0.231659,0.566892,-0.396162,0.719432,0.719432
13.9014,16.877,0.230197,0.566793,-0.401044,0.716176,0.716176
13.9227,16.9212,0.226653,0.566735,-0.406096,0.712637,0.712637
13.9445,16.9633,0.221231,0.566766,-0.41091,0.709066,0.709066
13.9658,17.0078,0.213631,0.566714,-0.415701,0.705534,0.705534
13.9855,17.0548,0.205817,0.5664,-0.419257,0.703106,0.703106
14.0053,17.1034,0.200774,0.566248,-0.418391,0.703551,0.703551
14.0267,17.1518,0.19903,0.566418,-0.417398,0.703898,0.703898
14.0491,17.2005,0.198853,0.566688,-0.419551,0.702258,0.702258
14.0737,17.246,0.200843,0.567068,-0.422783,0.699941,0.699941
14.0948,17.2892,0.202901,0.566985,-0.427636,0.697157,0.697157
14.1121,17.3308,0.205422,0.566379,-0.430531,0.696354,0.696354
14.1261,17.3728,0.209254,0.56545,-0.428222,0.699469,0.699469
14.1372,17.4119,0.214794,0.564625,-0.423077,0.704315,0.704315
14.1476,17.4502,0.22035,0.564068,-0.417464,0.70898,0.70898
14.1597,17.4865,0.224658,0.563685,-0.412762,0.712672,0.712672
14.1734,17.5239,0.225113,0.563573,-0.409063,0.71536,0.71536
14.1873,17.5643,0.221842,0.563665,-0.405763,0.717512,0.717512
14.2008,17.6041,0.216293,0.563854,-0.403179,0.719062,0.719062
14.2146,17.6452,0.208696,0.564105,-0.401562,0.71992,0.71992
14.2284,17.6896,0.198506,0.564331,-0.401335,0.719939,0.719939
14.2417,17.7329,0.187389,0.564179,-0.401422,0.720083,0.720083
14.2533,17.7792,0.177917,0.563402,-0.39829,0.722612,0.722612
14.2623,17.8271,0.172966,0.562341,-0.390994,0.727664,0.727664
14.2716,17.8751,0.171744,0.561073,-0.385456,0.73176,0.73176
14.2821,17.9239,0.173425,0.559769,-0.383525,0.733833,0.733833
14.2955,17.9737,0.177819,0.559552,-0.385007,0.733204,0.733204
14.3091,18.0209,0.181465,0.559966,-0.389688,0.730364,0.730364
14.3249,18.0684,0.185307,0.560694,-0.394086,0.727435,0.727435
14.3406,18.1146,0.19171,0.561562,-0.395954,0.725748,0.725748
14.3595,18.1625,0.201812,0.562633,-0.398653,0.723322,0.723322
14.377,18.207,0.211527,0.563607,-0.402696,0.720057,0.720057
14.3938,18.2504,0.219714,0.564676,-0.406814,0.716529,0.716529
14.4138,18.2964,0.223735,0.565672,-0.410213,0.713341,0.713341
14.4314,18.3394,0.224568,0.566742,-0.412261,0.710786,0.710786
14.4513,18.3873,0.2229,0.567776,-0.412915,0.709005,0.709005
14.4704,18.4366,0.218795,0.568874,-0.411858,0.708174,0.708174
14.4889,18.4851,0.213574,0.570274,-0.409599,0.707804,0.707804
14.5072,18.5345,0.206677,0.571895,-0.406071,0.708059,0.708059
14.5254,18.5831,0.200268,0.573659,-0.399931,0.709882,0.709882
14.5427,18.6373,0.196495,0.576011,-0.390692,0.713066,0.713066
14.5649,18.6887,0.197343,0.578882,-0.382918,0.7148,0.7148
14.5898,18.7391,0.201487,0.582084,-0.377489,0.714775,0.714775
14.6151,18.7857,0.207431,0.585203,-0.376069,0.7125,0.7125
14.6388,18.8292,0.213043,0.587663,-0.378034,0.709013,0.709013
14.6563,18.8708,0.219349,0.589535,-0.37582,0.708885,0.708885
14.6681,18.9138,0.227341,0.590856,-0.367951,0.712804,0.712804
14.6788,18.9545,0.23547,0.591863,-0.359426,0.717267,0.717267
14.6902,18.9931,0.241805,0.592936,-0.35246,0.720584,0.720584
14.7022,19.0314,0.24517,0.59412,-0.347571,0.722532,0.722532
14.7154,19.0704,0.245235,0.595202,-0.343757,0.723896,0.723896
14.7274,19.1128,0.241776,0.596071,-0.340055,0.725283,0.725283
14.738,19.1561,0.23673,0.596593,-0.336466,0.726799,0.726799
14.7487,19.198,0.230066,0.596647,-0.333707,0.7282,0.7282
14.7579,19.2404,0.222036,0.596335,-0.332281,0.7292,0.7292
14.7667,19.2856,0.212766,0.595564,-0.330904,0.730538,0.730538
14.7721,19.3301,0.205698,0.594202,-0.326947,0.733582,0.733582
14.7752,19.3736,0.202177,0.592566,-0.320852,0.73779,0.73779
14.7759,19.4176,0.20145,0.590673,-0.316587,0.741293,0.741293
14.7805,19.4659,0.203715,0.58929,-0.315225,0.743016,0.743016
14.7884,19.516,0.207476,0.588802,-0.317458,0.742428,0.742428
14.7984,19.5639,0.210715,0.589102,-0.321248,0.74052,0.74052
14.8086,19.6112,0.215669,0.589729,-0.323873,0.738855,0.738855
14.8207,19.6607,0.224005,0.590502,-0.324756,0.737816,0.737816
14.8309,19.7051,0.233076,0.59147,-0.326476,0.736168,0.736168
14.8434,19.7507,0.240972,0.592717,-0.329255,0.73372,0.73372
14.8569,19.798,0.245401,0.594277,-0.332435,0.730727,0.730727
14.8717,19.8439,0.246908,0.596152,-0.336089,0.727126,0.727126
14.8877,19.892,0.244995,0.598159,-0.339097,0.723623,0.723623
14.9011,19.9397,0.240891,0.60024,-0.340268,0.720925,0.720925
14.9151,19.9875,0.235026,0.602381,-0.340242,0.718752,0.718752
14.9295,20.037,0.227593,0.604535,-0.339834,0.716749,0.716749
14.9422,20.0875,0.220117,0.606664,-0.338475,0.715289,0.715289
14.9554,20.1399,0.215028,0.608652,-0.334609,0.715303,0.715303
14.9701,20.1924,0.213313,0.610799,-0.329568,0.715818,0.715818
14.9856,20.2473,0.215706,0.612824,-0.324823,0.716326,0.716326
14.9998,20.2997,0.221124,0.614879,-0.322768,0.715479,0.715479
15.0159,20.3474,0.226916,0.616526,-0.325828,0.712489,0.712489
15.0285,20.391,0.231982,0.617489,-0.329413,0.710057,0.710057
15.0344,20.435,0.238183,0.617871,-0.327682,0.71112,0.71112
15.0363,20.477,0.245697,0.61767,-0.322514,0.714507,0.714507
15.0372,20.5158,0.252131,0.617283,-0.316321,0.718395,0.718395
15.0394,20.5542,0.256749,0.616826,-0.310884,0.721765,0.721765
15.0414,20.5919,0.258036,0.616605,-0.307185,0.72395,0.72395
15.0425,20.6327,0.256089,0.616411,-0.304649,0.725464,0.725464
15.0453,20.6772,0.25073,0.616086,-0.302566,0.726802,0.726802
15.0476,20.722,0.243528,0.615492,-0.300664,0.728222,0.728222
15.0482,20.7653,0.234753,0.614655,-0.299564,0.729458,0.729458
15.0476,20.8092,0.224449,0.613579,-0.299877,0.730269,0.730269
15.0449,20.8523,0.214575,0.611956,-0.299152,0.731969,0.731969
15.0401,20.899,0.207957,0.609762,-0.295323,0.735405,0.735405
15.036,20.9498,0.204898,0.607604,-0.292463,0.738365,0.738365
15.0304,20.9993,0.204577,0.605346,-0.292144,0.740358,0.740358
15.0288,21.0513,0.207223,0.604197,-0.293912,0.740602,0.740602
15.029,21.1003,0.210518,0.604006,-0.297615,0.73928,0.73928
15.0306,21.1478,0.214188,0.604321,-0.300846,0.737724,0.737724
15.0333,21.1939,0.219876,0.604947,-0.302416,0.73658,0.73658
15.035,21.2391,0.227675,0.605738,-0.30465,0.735007,0.735007
15.0384,21.2845,0.234585,0.606763,-0.307493,0.732962,0.732962
15.0432,21.3308,0.238848,0.608032,-0.309594,0.731005,0.731005
15.0456,21.3753,0.240732,0.609418,-0.31032,0.729523,0.729523
15.0495,21.4229,0.23952,0.610942,-0.309506,0.728575,0.728575
15.0539,21.4711,0.235419,0.612566,-0.307327,0.728116,0.728116
15.0548,21.52,0.229481,0.614332,-0.304105,0.72797,0.72797
15.0567,21.5707,0.222086,0.616052,-0.29979,0.728304,0.728304
15.0585,21.6201,0.214293,0.617746,-0.293988,0.729255,0.729255
15.0586,21.6737,0.208331,0.619209,-0.285664,0.731368,0.731368
15.0596,21.7259,0.205084,0.620954,-0.276522,0.733437,0.733437
15.0617,21.7798,0.204971,0.623301,-0.270846,0.733577,0.733577
15.0635,21.8303,0.208045,-0.626228,0.26708,-0.732466,-0.732466
15.0656,21.8784,0.212344,-0.629158,0.266378,-0.730199,-0.730199
15.0647,21.9228,0.216713,-0.631718,0.266264,-0.727982,-0.727982
15.0609,21.9639,0.221791,-0.633108,0.260378,-0.728675,-0.728675
15.0518,22.0027,0.227567,-0.633549,0.249371,-0.731511,-0.731511
15.0422,22.0405,0.232435,-0.633992,0.238131,-0.73389,-0.73389
15.0367,22.0781,0.234858,-0.635138,0.229297,-0.734598,-0.734598
15.0281,22.1194,0.233907,-0.636707,0.222417,-0.734204,-0.734204
15.0219,22.1606,0.230605,-0.638195,0.215841,-0.733656,-0.733656
15.0169,22.2009,0.225538,-0.639426,0.20964,-0.733175,-0.733175
15.01,22.2465,0.218345,-0.640614,0.204792,-0.732504,-0.732504
15.0018,22.2885,0.209771,-0.641856,0.201763,-0.731511,-0.731511
14.9924,22.3321,0.199467,-0.642728,0.199124,-0.730783,-0.730783
14.9792,22.3769,0.190656,-0.642388,0.194472,-0.731525,-0.731525
14.9653,22.4234,0.185348,-0.641469,0.189431,-0.732914,-0.732914
14.9483,22.4682,0.184016,-0.640583,0.185899,-0.734023,-0.734023
14.9307,22.5155,0.187331,-0.639523,0.181805,-0.735349,-0.735349
14.9159,22.5627,0.193476,-0.639351,0.178343,-0.73581,-0.73581
14.9048,22.6101,0.198262,-0.640685,0.178309,-0.734443,-0.734443
14.8963,22.658,0.203083,-0.642667,0.179074,-0.732408,-0.732408
14.8856,22.7028,0.210576,-0.644916,0.178792,-0.730525,-0.730525
14.877,22.7469,0.219522,-0.647758,0.18005,-0.728167,-0.728167
14.8694,22.7907,0.227428,-0.650914,0.181835,-0.725614,-0.725614
14.863,22.8333,0.23289,-0.65373,0.182441,-0.723582,-0.723582
14.8524,22.878,0.235851,-0.656214,0.181656,-0.722089,-0.722089
14.8418,22.9229,0.235978,-0.658553,0.180003,-0.720928,-0.720928
14.8319,22.9691,0.233528,-0.660806,0.177634,-0.719987,-0.719987
14.8201,23.017,0.229339,-0.662817,0.174423,-0.719341,-0.719341
14.8098,23.0652,0.222856,-0.664636,0.170591,-0.718862,-0.718862
14.7985,23.114,0.215417,-0.666026,0.165858,-0.718703,-0.718703
14.7849,23.165,0.209499,-0.666423,0.158252,-0.719515,-0.719515
14.7666,23.2176,0.206157,-0.666099,0.148046,-0.720933,-0.720933
14.7532,23.2657,0.205039,-0.665921,0.139447,-0.721593,-0.721593
14.7398,23.3114,0.207083,-0.666622,0.132676,-0.721023,-0.721023
14.7291,23.3566,0.211113,-0.668449,0.13108,-0.718742,-0.718742
14.7162,23.3968,0.215035,-0.670189,0.131725,-0.715873,-0.715873
14.7013,23.4316,0.220659,-0.670097,0.128568,-0.714257,-0.714257
14.6837,23.4642,0.22592,-0.668532,0.121971,-0.713508,-0.713508
14.6647,23.4929,0.231437,-0.666311,0.113937,-0.712868,-0.712868
14.6469,23.5224,0.2351,-0.664202,0.105703,-0.711703,-0.711703
14.6301,23.5488,0.236682,-0.662449,0.0984463,-0.710024,-0.710024
14.6106,23.5795,0.233887,-0.66129,0.0921997,-0.707865,-0.707865
14.5918,23.6148,0.227974,-0.660493,0.0867313,-0.70556,-0.70556
14.57,23.6452,0.221801,-0.659839,0.0818354,-0.703308,-0.703308
14.5477,23.6767,0.213004,-0.659331,0.077617,-0.701176,-0.701176
14.5242,23.7112,0.201917,-0.658907,0.0740267,-0.699166,-0.699166
14.4968,23.7417,0.191296,-0.657412,0.0693044,-0.697946,-0.697946
14.4638,23.7754,0.18472,-0.653929,0.061386,-0.698021,-0.698021
14.4302,23.8045,0.181476,-0.650272,0.0530966,-0.698232,-0.698232
14.3958,23.8327,0.18085,-0.647768,0.0474319,-0.69779,-0.69779
14.363,23.863,0.182615,-0.647205,0.0436823,-0.696163,-0.696163
14.3347,23.8938,0.184641,-0.648351,0.0414293,-0.693191,-0.693191
14.3066,23.9248,0.187434,-0.649525,0.0379653,-0.689507,-0.689507
14.279,23.9527,0.192793,-0.649369,0.0315727,-0.686204,-0.686204
14.2519,23.9802,0.20039,-0.648986,0.0244594,-0.683083,-0.683083
14.225,24.0021,0.208376,-0.649266,0.0180015,-0.679871,-0.679871
14.1989,24.0293,0.213423,-0.650449,0.0119895,-0.676425,-0.676425
14.1735,24.0577,0.214907,-0.652417,0.00609689,-0.672692,-0.672692
14.1484,24.088,0.213761,-0.654585,-0.000504656,-0.668953,-0.668953
14.1216,24.1186,0.211085,-0.656363,-0.00817842,-0.665386,-0.665386
14.0933,24.1501,0.205849,-0.65763,-0.0170392,-0.661861,-0.661861
14.0653,24.1817,0.199778,-0.658323,-0.0266841,-0.658403,-0.658403
14.0358,24.2137,0.193236,-0.658853,-0.0366502,-0.654748,-0.654748
14.0028,24.2474,0.188398,-0.658668,-0.0474313,-0.651015,-0.651015
13.9701,24.2815,0.186959,-0.658046,-0.0591963,-0.647124,-0.647124
13.9387,24.3138,0.187843,-0.658293,-0.0700069,-0.642448,-0.642448
13.9057,24.3481,0.193503,-0.658749,-0.0809526,-0.63716,-0.63716
13.8748,24.3802,0.201001,-0.660754,-0.0891047,-0.63106,-0.63106
13.8467,24.4099,0.207298,-0.663692,-0.0951727,-0.623887,-0.623887
13.8164,24.4354,0.213605,-0.663501,-0.104267,-0.615927,-0.615927
13.7855,24.4572,0.219706,-0.658708,-0.117786,-0.607539,-0.607539
13.7556,24.4771,0.225945,-0.652799,-0.131714,-0.598703,-0.598703
13.7244,24.4987,0.228945,-0.648458,-0.143715,-0.589902,-0.589902
13.6957,24.5208,0.231389,-0.646494,-0.15315,-0.581416,-0.581416
13.6657,24.5421,0.232153,-0.645262,-0.16118,-0.573665,-0.573665
13.6343,24.5626,0.23077,-0.644142,-0.168666,-0.566326,-0.566326
13.6017,24.583,0.226782,-0.643158,-0.175369,-0.559681,-0.559681
13.5688,24.6023,0.220295,-0.642752,-0.180983,-0.553759,-0.553759
13.5362,24.6177,0.212525,-0.643118,-0.185281,-0.548357,-0.548357
13.5004,24.633,0.20152,-0.643485,-0.188608,-0.543328,-0.543328
13.4611,24.6473,0.192258,-0.64182,-0.192816,-0.53872,-0.53872
13.4188,24.6559,0.187522,-0.638454,-0.197796,-0.534602,-0.534602
13.3778,24.6643,0.186327,-0.636169,-0.20044,-0.531006,-0.531006
13.3353,24.6715,0.188475,-0.635001,-0.20197,-0.527685,-0.527685
13.2939,24.6785,0.192227,-0.635737,-0.202138,-0.524041,-0.524041
13.2541,24.6858,0.196243,-0.637935,-0.200963,-0.520117,-0.520117
13.2143,24.6939,0.20094,-0.639051,-0.200355,-0.516564,-0.516564
13.1739,24.7049,0.208465,-0.639542,-0.20035,-0.514059,-0.514059
13.1353,24.7141,0.216671,-0.641211,-0.199395,-0.512874,-0.512874
13.0962,24.7238,0.22426,-0.643276,-0.198314,-0.512772,-0.512772
13.0558,24.7368,0.22911,-0.645146,-0.197742,-0.51332,-0.51332
13.0135,24.7507,0.230935,-0.646649,-0.197918,-0.514406,-0.514406
12.972,24.7663,0.230352,-0.647795,-0.199031,-0.515951,-0.515951
12.9278,24.7799,0.227691,-0.648038,-0.201255,-0.517569,-0.517569
12.8825,24.794,0.222917,-0.647651,-0.204428,-0.519097,-0.519097
12.8362,24.809,0.216349,-0.647255,-0.20793,-0.520362,-0.520362
12.7887,24.8245,0.209216,-0.646357,-0.211999,-0.521055,-0.521055
12.7398,24.842,0.204077,-0.643686,-0.217734,-0.521265,-0.521265
12.6898,24.8619,0.202674,-0.640764,-0.224056,-0.520928,-0.520928
12.6397,24.8808,0.204864,-0.638663,-0.229681,-0.520123,-0.520123
12.5911,24.8973,0.210651,-0.63883,-0.23339,-0.51935,-0.51935
12.5435,24.9095,0.216151,-0.642769,-0.233273,-0.518388,-0.518388
12.5004,24.9234,0.220958,-0.64661,-0.232179,-0.516389,-0.516389
12.4596,24.9321,0.225545,-0.645917,-0.23388,-0.513258,-0.513258
12.4186,24.9417,0.230811,-0.642204,-0.237156,-0.509587,-0.509587
12.3789,24.9508,0.235354,-0.638182,-0.240172,-0.506221,-0.506221
12.3401,24.9599,0.2392,-0.634936,-0.242279,-0.503662,-0.503662
12.3003,24.9674,0.240488,-0.632861,-0.243342,-0.501948,-0.501948
12.26,24.9764,0.240716,-0.63137,-0.243609,-0.500965,-0.500965
12.2182,24.9857,0.237037,-0.63061,-0.24322,-0.500653,-0.500653
12.1758,24.9932,0.231604,-0.630727,-0.241977,-0.500969,-0.500969
12.1308,25.0009,0.222254,-0.631242,-0.240314,-0.501644,-0.501644
12.0864,25.0075,0.211553,-0.631334,-0.238633,-0.502362,-0.502362
12.0392,25.0131,0.201173,-0.629901,-0.237777,-0.503082,-0.503082
11.991,25.0161,0.194105,-0.626398,-0.238475,-0.503822,-0.503822
11.9423,25.0178,0.191191,-0.622682,-0.239164,-0.504715,-0.504715
11.8934,25.0194,0.192679,-0.620193,-0.238704,-0.505962,-0.505962
11.8438,25.0244,0.196921,-0.620905,-0.236668,-0.507204,-0.507204
11.796,25.0324,0.20041,-0.624392,-0.233098,-0.507737,-0.507737
11.7502,25.0413,0.203534,-0.627748,-0.229737,-0.507581,-0.507581
11.7043,25.0499,0.208949,-0.629173,-0.227885,-0.507725,-0.507725
11.6595,25.0566,0.216424,-0.631089,-0.225651,-0.508566,-0.508566
11.615,25.0642,0.222664,-0.633512,-0.223096,-0.510024,-0.510024
11.5704,25.0716,0.227162,-0.634903,-0.221639,-0.511564,-0.511564
11.5249,25.079,0.229117,-0.635153,-0.221504,-0.513288,-0.513288
11.4785,25.0865,0.228859,-0.635074,-0.222075,-0.515307,-0.515307
11.4314,25.0965,0.225527,-0.634655,-0.223565,-0.517378,-0.517378
11.3834,25.1048,0.219741,-0.63351,-0.226023,-0.519343,-0.519343
11.3338,25.1158,0.212677,-0.632448,-0.228598,-0.521349,-0.521349
11.285,25.126,0.204355,-0.631674,-0.231275,-0.523074,-0.523074
11.2354,25.1366,0.196762,-0.629072,-0.23544,-0.523894,-0.523894
11.1857,25.1457,0.191646,-0.624163,-0.241706,-0.5239,-0.5239
11.1354,25.1559,0.189318,-0.620267,-0.247138,-0.523042,-0.523042
11.0882,25.1656,0.192036,-0.617229,-0.252158,-0.521574,-0.521574
11.042,25.1749,0.196785,-0.616464,-0.254889,-0.519585,-0.519585
10.9998,25.1811,0.200651,-0.617077,-0.255918,-0.516083,-0.516083
10.9587,25.1841,0.204655,-0.612866,-0.260079,-0.510485,-0.510485
10.9212,25.1841,0.210015,-0.603335,-0.267897,-0.502683,-0.502683
10.8911,25.1812,0.215024,-0.592326,-0.276618,-0.493734,-0.493734
10.8581,25.1787,0.217786,-0.582078,-0.285393,-0.484318,-0.484318
10.8226,25.1771,0.217514,-0.573454,-0.29337,-0.474951,-0.474951
10.7836,25.179,0.214116,-0.566479,-0.300655,-0.465859,-0.465859
10.746,25.1792,0.209238,-0.561406,-0.306974,-0.457423,-0.457423
10.7053,25.1785,0.202777,-0.558337,-0.312224,-0.45007,-0.45007
10.6655,25.1765,0.194998,-0.557253,-0.3163,-0.443782,-0.443782
10.6249,25.1739,0.185593,-0.557672,-0.319332,-0.438137,-0.438137
10.5848,25.1664,0.176875,-0.556788,-0.322582,-0.432464,-0.432464
10.5425,25.1559,0.171746,-0.55299,-0.32703,-0.426633,-0.426633
10.4972,25.1436,0.169626,-0.549933,-0.330814,-0.421191,-0.421191
10.4529,25.1288,0.171065,-0.549045,-0.33303,-0.416299,-0.416299
10.4093,25.1162,0.174971,-0.549594,-0.335104,-0.41123,-0.41123
10.3669,25.1084,0.179904,-0.551662,-0.33673,-0.405451,-0.405451
10.328,25.0973,0.184943,-0.552776,-0.338983,-0.398686,-0.398686
10.2905,25.0839,0.193085,-0.551847,-0.342479,-0.39175,-0.39175
10.2536,25.0733,0.202238,-0.551439,-0.345827,-0.385773,-0.385773
10.2183,25.059,0.21096,-0.551499,-0.349061,-0.380716,-0.380716
10.1822,25.0465,0.217698,-0.551683,-0.352531,-0.376246,-0.376246
10.1455,25.0356,0.221345,-0.551987,-0.356191,-0.372393,-0.372393
10.1069,25.0241,0.222625,-0.552005,-0.36014,-0.369084,-0.369084
10.0679,25.0107,0.222149,-0.551128,-0.364375,-0.366083,-0.366083
10.0283,24.9963,0.219776,-0.549722,-0.368566,-0.363432,-0.363432
9.98867,24.9804,0.216237,-0.548276,-0.372354,-0.361069,-0.361069
9.94855,24.9627,0.210534,-0.547246,-0.375441,-0.359131,-0.359131
9.90731,24.9442,0.204522,-0.546643,-0.37803,-0.357541,-0.357541
9.86404,24.925,0.199956,-0.5453,-0.380726,-0.356184,-0.356184
9.81701,24.909,0.198152,-0.544239,-0.383555,-0.355171,-0.355171
9.77104,24.8923,0.199733,-0.543863,-0.386021,-0.354182,-0.354182
9.72518,24.8746,0.205035,-0.54432,-0.388043,-0.353678,-0.353678
9.68066,24.8587,0.212457,-0.549782,-0.387825,-0.354512,-0.354512
9.6383,24.8436,0.219347,-0.557765,-0.386087,-0.355429,-0.355429
9.59662,24.8279,0.225974,-0.56209,-0.385483,-0.35458,-0.35458
9.55698,24.8111,0.232181,-0.562954,-0.385869,-0.352319,-0.352319
9.51775,24.7948,0.236872,-0.562942,-0.386145,-0.350124,-0.350124
9.4793,24.7777,0.24016,-0.56291,-0.386032,-0.348746,-0.348746
9.43972,24.7628,0.241029,-0.56241,-0.385394,-0.348073,-0.348073
9.40087,24.7453,0.239827,-0.560763,-0.384518,-0.347846,-0.347846
9.36317,24.7273,0.236942,-0.558724,-0.382997,-0.348613,-0.348613
9.32361,24.7064,0.232023,-0.557706,-0.380658,-0.350729,-0.350729
9.28384,24.686,0.224639,-0.55787,-0.377426,-0.353945,-0.353945
9.2415,24.6643,0.215589,-0.558278,-0.373699,-0.357514,-0.357514
9.19821,24.6418,0.206927,-0.557214,-0.370181,-0.360744,-0.360744
9.15282,24.6169,0.200484,-0.553835,-0.367397,-0.363732,-0.363732
9.10626,24.5909,0.197713,-0.55036,-0.364397,-0.367079,-0.367079
9.05857,24.565,0.199638,-0.547726,-0.360983,-0.371027,-0.371027
9.01067,24.5409,0.205286,-0.547648,-0.357299,-0.375706,-0.375706
8.96155,24.5197,0.211357,-0.552646,-0.35196,-0.381244,-0.381244
8.91433,24.5017,0.217293,-0.560841,-0.345365,-0.387596,-0.387596
8.86585,24.4844,0.225011,-0.570092,-0.338715,-0.395108,-0.395108
8.81895,24.469,0.2344,-0.580898,-0.331068,-0.403987,-0.403987
8.77102,24.4555,0.241682,-0.592139,-0.322822,-0.413493,-0.413493
8.72471,24.4412,0.246908,-0.601672,-0.314877,-0.422853,-0.422853
8.67759,24.4278,0.249106,-0.608893,-0.307893,-0.43189,-0.43189
8.62751,24.417,0.248122,-0.614389,-0.301799,-0.440809,-0.440809
8.5803,24.4043,0.246082,-0.618934,-0.296195,-0.449844,-0.449844
8.5284,24.3958,0.241263,-0.622627,-0.291145,-0.458605,-0.458605
8.47528,24.3896,0.23519,-0.62541,-0.286739,-0.466982,-0.466982
8.42033,24.3848,0.229146,-0.627267,-0.283109,-0.474901,-0.474901
8.3639,24.3819,0.224713,-0.626933,-0.281141,-0.481854,-0.481854
8.30607,24.3778,0.222852,-0.624371,-0.281355,-0.487928,-0.487928
8.24679,24.3787,0.223789,-0.623208,-0.280808,-0.493602,-0.493602
8.19237,24.3779,0.227344,-0.625343,-0.278111,-0.499253,-0.499253
8.14128,24.3781,0.232422,-0.631645,-0.272012,-0.504933,-0.504933
8.0944,24.3783,0.238114,-0.640151,-0.263543,-0.509637,-0.509637
8.05056,24.3764,0.244631,-0.645546,-0.256778,-0.512703,-0.512703
8.00868,24.3719,0.251405,-0.646827,-0.252723,-0.514215,-0.514215
7.96458,24.3703,0.257943,-0.646345,-0.24985,-0.515078,-0.515078
7.92187,24.369,0.26207,-0.646099,-0.24671,-0.515978,-0.515978
7.88097,24.3662,0.263707,-0.646173,-0.242988,-0.517064,-0.517064
7.83693,24.3656,0.261065,-0.645709,-0.239432,-0.518236,-0.518236
7.79216,24.3648,0.256297,-0.64471,-0.235976,-0.519606,-0.519606
7.74535,24.3642,0.248374,-0.643751,-0.231979,-0.521527,-0.521527
7.69953,24.3625,0.238662,-0.643378,-0.227389,-0.523836,-0.523836
7.65208,24.3615,0.227684,-0.642897,-0.222618,-0.526392,-0.526392
7.60372,24.359,0.217267,-0.640998,-0.21913,-0.529001,-0.529001
7.55163,24.3545,0.210271,-0.636476,-0.218057,-0.531913,-0.531913
7.49873,24.3506,0.207444,-0.631295,-0.217464,-0.535112,-0.535112
7.44379,24.3476,0.209229,-0.626877,-0.21648,-0.538665,-0.538665
7.38864,24.3471,0.214578,-0.625476,-0.214199,-0.542098,-0.542098
7.33721,24.3492,0.220486,-0.628273,-0.209327,-0.54506,-0.54506
7.2884,24.3538,0.226938,-0.633079,-0.203565,-0.54746,-0.54746
7.24062,24.3593,0.235734,-0.637825,-0.198627,-0.549923,-0.549923
7.19423,24.365,0.245824,-0.643282,-0.193176,-0.552828,-0.552828
7.149,24.3718,0.254616,-0.64896,-0.187486,-0.555767,-0.555767
7.10489,24.3799,0.260129,-0.65329,-0.183122,-0.558552,-0.558552
7.06018,24.3876,0.263871,-0.65617,-0.180264,-0.561287,-0.561287
7.0136,24.3966,0.264189,-0.657926,-0.1786,-0.564099,-0.564099
6.96746,24.4069,0.262151,-0.659181,-0.177744,-0.566975,-0.566975
6.91911,24.4179,0.257946,-0.659864,-0.17757,-0.56989,-0.56989
6.87092,24.4304,0.25161,-0.660018,-0.178274,-0.572726,-0.572726
6.82346,24.4437,0.244506,-0.659999,-0.179464,-0.575403,-0.575403
6.77247,24.4578,0.238263,-0.65905,-0.181744,-0.577553,-0.577553
6.7211,24.4719,0.234796,-0.655817,-0.186707,-0.579355,-0.579355
6.66873,24.4865,0.233565,-0.653008,-0.191593,-0.580622,-0.580622
6.61611,24.5036,0.237233,-0.652464,-0.194602,-0.581365,-0.581365
6.57045,24.5188,0.243399,-0.655055,-0.194225,-0.581556,-0.581556
6.52836,24.5329,0.249381,-0.660472,-0.190148,-0.580805,-0.580805
6.48719,24.5448,0.254544,-0.664423,-0.186974,-0.578784,-0.578784
6.44608,24.5534,0.259506,-0.6638,-0.187961,-0.57551,-0.57551
6.40607,24.5594,0.263417,-0.659675,-0.191845,-0.571369,-0.571369
6.36803,24.5646,0.266823,-0.654577,-0.196514,-0.566855,-0.566855
6.33023,24.5698,0.267695,-0.650569,-0.199973,-0.562452,-0.562452
6.29194,24.5761,0.265491,-0.648263,-0.201633,-0.558487,-0.558487
6.25148,24.5817,0.26115,-0.646675,-0.202446,-0.555003,-0.555003
6.20997,24.5874,0.253311,-0.644969,-0.202815,-0.552062,-0.552062
6.16833,24.5912,0.243199,-0.643344,-0.202677,-0.549697,-0.549697
6.12535,24.5946,0.231879,-0.642299,-0.201754,-0.547818,-0.547818
6.08145,24.5963,0.220327,-0.640653,-0.201055,-0.546279,-0.546279
6.03387,24.5969,0.211596,-0.636743,-0.202349,-0.545203,-0.545203
5.98553,24.5965,0.207308,-0.632623,-0.204059,-0.544598,-0.544598
5.93534,24.596,0.20644,-0.629949,-0.204277,-0.544361,-0.544361
5.88294,24.5993,0.209593,-0.628689,-0.204448,-0.54393,-0.54393
5.83221,24.6035,0.213549,-0.629475,-0.203882,-0.542851,-0.542851
5.78342,24.608,0.216742,-0.631572,-0.202777,-0.541249,-0.541249
5.73498,24.6146,0.221963,-0.633375,-0.202635,-0.539854,-0.539854
5.68639,24.6223,0.229586,-0.635481,-0.202635,-0.539404,-0.539404
5.63852,24.6304,0.238116,-0.638754,-0.201739,-0.539745,-0.539745
