x,y,z,qx,qy,qz,qw
3.80343,-11.0994,0.182325,0.217046,-0.676613,0.527351,0.527351
3.84962,-11.1016,0.173642,0.217428,-0.673811,0.532673,0.532673
3.8935,-11.1031,0.163455,0.217084,-0.671713,0.536807,0.536807
3.9389,-11.1054,0.151734,0.216105,-0.670159,0.540166,0.540166
3.98456,-11.1051,0.139953,0.21567,-0.667269,0.54481,0.54481
4.03057,-11.1027,0.131329,0.217229,-0.661126,0.552053,0.552053
4.08028,-11.0995,0.127898,0.219289,-0.654435,0.559156,0.559156
4.13131,-11.0963,0.12786,0.218945,-0.650657,0.563244,0.563244
4.18587,-11.0959,0.131191,0.21738,-0.650268,0.56355,0.56355
4.24089,-11.0991,0.134828,0.214029,-0.653182,0.561256,0.561256
4.29407,-11.1036,0.13832,0.210355,-0.657252,0.558282,0.558282
4.34641,-11.1081,0.143871,0.208017,-0.659701,0.556438,0.556438
4.3985,-11.113,0.152934,0.206243,-0.661468,0.554277,0.554277
4.45236,-11.1196,0.162778,0.203688,-0.664677,0.549968,0.549968
4.50051,-11.1251,0.170164,0.201165,-0.668415,0.544614,0.544614
4.55358,-11.1319,0.173312,0.199346,-0.671861,0.539262,0.539262
4.60512,-11.1383,0.172819,0.198445,-0.674748,0.534152,0.534152
4.65581,-11.1459,0.169606,0.198454,-0.677108,0.529303,0.529303
4.70439,-11.1539,0.164172,0.199214,-0.678868,0.524885,0.524885
4.75711,-11.1619,0.156106,0.200332,-0.680354,0.520606,0.520606
4.80985,-11.1694,0.147992,0.20217,-0.680949,0.517293,0.517293
4.86479,-11.1759,0.142768,0.206123,-0.678537,0.517068,0.517068
4.92311,-11.1837,0.141861,0.211593,-0.674379,0.518151,0.518151
4.97793,-11.1909,0.143725,0.216006,-0.671906,0.517795,0.517795
5.03541,-11.2,0.149865,0.218974,-0.67175,0.514948,0.514948
5.0873,-11.2085,0.157019,0.218471,-0.675399,0.508933,0.508933
5.13563,-11.2149,0.164103,0.216625,-0.679706,0.503818,0.503818
5.18021,-11.2168,0.172122,0.217859,-0.679273,0.505483,0.505483
5.22274,-11.2149,0.180012,0.221637,-0.67507,0.512713,0.512713
5.26381,-11.2133,0.186401,0.226168,-0.669951,0.521388,0.521388
5.30144,-11.2123,0.190274,0.230243,-0.66571,0.529232,0.529232
5.34132,-11.2129,0.190204,0.233327,-0.662996,0.535464,0.535464
5.38003,-11.212,0.187011,0.235979,-0.661024,0.5407,0.5407
5.42384,-11.2116,0.18041,0.238179,-0.659169,0.545471,0.545471
5.46653,-11.2106,0.171583,0.239713,-0.657936,0.54921,0.54921
5.50851,-11.209,0.161375,0.240186,-0.658081,0.551457,0.551457
5.54803,-11.206,0.150055,0.240391,-0.657988,0.554202,0.554202
5.59206,-11.2004,0.141471,0.242616,-0.654209,0.560368,0.560368
5.63887,-11.1927,0.137145,0.246383,-0.64804,0.568138,0.568138
5.68681,-11.1854,0.13548,0.247906,-0.644742,0.573105,0.573105
5.73707,-11.1798,0.136754,0.247627,-0.645095,0.573968,0.573968
5.78799,-11.1772,0.138965,0.245806,-0.649025,0.571574,0.571574
5.84045,-11.1776,0.141057,0.243664,-0.65425,0.568309,0.568309
5.89405,-11.1786,0.145547,0.243055,-0.6575,0.566495,0.566495
5.943,-11.1786,0.153314,0.24301,-0.659509,0.564933,0.564933
5.99391,-11.1803,0.163291,0.242361,-0.662331,0.561457,0.561457
6.04711,-11.1825,0.170994,0.241047,-0.665862,0.556471,0.556471
6.09628,-11.1843,0.175904,0.239902,-0.669267,0.55126,0.55126
6.14773,-11.1859,0.176006,0.239614,-0.671746,0.546711,0.546711
6.20078,-11.1871,0.172396,0.240065,-0.673319,0.542749,0.542749
6.25103,-11.1892,0.166484,0.240999,-0.674886,0.538507,0.538507
6.30386,-11.1921,0.159127,0.242608,-0.676205,0.534253,0.534253
6.35884,-11.1948,0.15084,0.244933,-0.67677,0.530726,0.530726
6.41697,-11.1967,0.144851,0.248909,-0.674951,0.529854,0.529854
6.47859,-11.1983,0.143304,0.255316,-0.670101,0.531561,0.531561
6.53719,-11.201,0.14398,0.260957,-0.666694,0.531621,0.531621
6.59458,-11.205,0.148172,0.264729,-0.666166,0.528339,0.528339
6.65217,-11.2107,0.155844,0.265816,-0.668566,0.522005,0.522005
6.7043,-11.2158,0.163248,0.263974,-0.673443,0.514077,0.514077
6.7538,-11.217,0.170687,0.26281,-0.675792,0.510289,0.510289
6.80224,-11.2138,0.17786,0.264747,-0.672784,0.513754,0.513754
6.84875,-11.2075,0.184115,0.268123,-0.66706,0.520888,0.520888
6.89372,-11.2013,0.188634,0.271303,-0.661319,0.528073,0.528073
6.93823,-11.1959,0.190407,0.273581,-0.656602,0.53412,0.53412
6.98185,-11.1913,0.189339,0.274945,-0.652899,0.538912,0.538912
7.02495,-11.1861,0.185945,0.275357,-0.650165,0.542491,0.542491
7.0699,-11.181,0.180224,0.274941,-0.648491,0.544739,0.544739
7.11602,-11.1764,0.171846,0.273635,-0.647887,0.54591,0.54591
7.16307,-11.1712,0.161488,0.271343,-0.648341,0.546394,0.546394
7.20939,-11.1632,0.151156,0.26941,-0.647395,0.548779,0.548779
7.25569,-11.1519,0.143953,0.269388,-0.642775,0.554757,0.554757
7.30497,-11.1388,0.140248,0.269414,-0.637588,0.56156,0.56156
7.35295,-11.125,0.14131,0.268956,-0.633074,0.567593,0.567593
7.40287,-11.113,0.145857,0.268384,-0.630517,0.57169,0.57169
7.448,-11.1047,0.14994,0.266954,-0.630529,0.574061,0.574061
7.49555,-11.0973,0.154982,0.266096,-0.6313,0.575705,0.575705
7.54276,-11.0921,0.163112,0.265919,-0.632112,0.576278,0.576278
7.58653,-11.088,0.171692,0.264584,-0.635455,0.57391,0.57391
7.63395,-11.0852,0.177629,0.263541,-0.639271,0.570651,0.570651
7.67936,-11.082,0.180804,0.26394,-0.641901,0.568262,0.568262
7.72671,-11.0784,0.180638,0.265819,-0.643041,0.567106,0.567106
7.77383,-11.0732,0.177958,0.269128,-0.642433,0.567506,0.567506
7.82279,-11.0679,0.172615,0.27354,-0.640462,0.568953,0.568953
7.86879,-11.0627,0.166369,0.278601,-0.637993,0.570534,0.570534
7.91647,-11.0578,0.15961,0.283574,-0.635698,0.571569,0.571569
7.96391,-11.0524,0.152595,0.288614,-0.633561,0.572272,0.572272
8.01582,-11.0458,0.14721,0.293898,-0.630755,0.573441,0.573441
8.07014,-11.0399,0.14512,0.29908,-0.628696,0.573607,0.573607
8.11867,-11.0348,0.14593,0.303678,-0.628066,0.572734,0.572734
8.16753,-11.0279,0.150612,0.307849,-0.62814,0.571652,0.571652
8.21178,-11.0216,0.156215,0.309944,-0.630488,0.569902,0.569902
8.25229,-11.0131,0.162099,0.312204,-0.631639,0.570947,0.570947
8.28903,-11.0006,0.168906,0.31739,-0.627308,0.578483,0.578483
8.32251,-10.986,0.175697,0.324401,-0.619357,0.590247,0.590247
8.35649,-10.9705,0.181124,0.331999,-0.610584,0.60253,0.60253
8.38716,-10.9579,0.184775,0.339049,-0.603173,0.613095,0.613095
8.42022,-10.946,0.185014,0.345248,-0.59793,0.621116,0.621116
8.45679,-10.934,0.181894,0.350779,-0.594028,0.627462,0.627462
8.49306,-10.9212,0.175733,0.355982,-0.590459,0.633088,0.633088
8.52268,-10.9061,0.167727,0.360694,-0.587085,0.63819,0.63819
8.55936,-10.8914,0.156244,0.364847,-0.584431,0.642279,0.642279
8.59913,-10.8738,0.143905,0.368764,-0.581203,0.646627,0.646627
8.63433,-10.8533,0.136297,0.372936,-0.575983,0.652089,0.652089
8.67519,-10.8299,0.131793,0.376753,-0.571044,0.656899,0.656899
8.71556,-10.8045,0.130593,0.379263,-0.567842,0.660647,0.660647
8.7552,-10.7798,0.132343,0.381974,-0.565333,0.663664,0.663664
8.79455,-10.7579,0.134622,0.384676,-0.563968,0.66607,0.66607
8.831,-10.7361,0.136866,0.387716,-0.562256,0.669056,0.669056
8.86511,-10.7142,0.14266,0.392009,-0.557914,0.673534,0.673534
8.90042,-10.693,0.150939,0.396615,-0.553629,0.677064,0.677064
8.93786,-10.6735,0.158329,0.401029,-0.551559,0.677975,0.677975
8.97619,-10.6542,0.163549,0.405602,-0.550758,0.677192,0.677192
9.01671,-10.6346,0.16469,0.410765,-0.549799,0.675945,0.675945
9.0631,-10.6138,0.160719,0.416898,-0.548019,0.674651,0.674651
9.10505,-10.5926,0.156451,0.423637,-0.545071,0.673864,0.673864
9.14706,-10.5708,0.150571,0.430933,-0.5416,0.673047,0.673047
9.18896,-10.5484,0.144127,0.438293,-0.538532,0.671661,0.671661
9.23192,-10.5246,0.139285,0.445915,-0.534896,0.670646,0.670646
9.2752,-10.499,0.136528,0.454436,-0.528137,0.671938,0.671938
9.31942,-10.4727,0.137726,0.46347,-0.519674,0.674351,0.674351
9.36321,-10.4462,0.140718,0.472169,-0.51246,0.676121,0.676121
9.40514,-10.4205,0.14822,0.481111,-0.504717,0.678153,0.678153
9.44321,-10.3968,0.15473,0.488438,-0.500568,0.67851,0.67851
9.47686,-10.3712,0.160705,0.494941,-0.496965,0.679533,0.679533
9.5061,-10.3453,0.167461,0.501859,-0.48711,0.685796,0.685796
9.531,-10.3189,0.175801,0.508914,-0.472924,0.69526,0.69526
9.55107,-10.2934,0.186696,0.515617,-0.459107,0.703912,0.703912
9.57138,-10.2706,0.194268,0.522016,-0.447706,0.710065,0.710065
9.59333,-10.2456,0.19952,0.52791,-0.438949,0.713992,0.713992
9.61816,-10.2214,0.200839,0.533401,-0.431514,0.716716,0.716716
9.6508,-10.1944,0.195203,0.538661,-0.424675,0.718715,0.718715
9.67768,-10.1653,0.18845,0.543337,-0.418533,0.720304,0.720304
9.70083,-10.1326,0.180747,0.547563,-0.41336,0.721334,0.721334
9.72174,-10.1004,0.171525,0.551134,-0.408195,0.722632,0.722632
9.73847,-10.065,0.164617,0.554067,-0.401386,0.725217,0.725217
9.75091,-10.026,0.161474,0.556577,-0.392628,0.728991,0.728991
9.76002,-9.98548,0.162962,0.558407,-0.384738,0.73254,0.73254
9.76962,-9.94434,0.168325,0.560161,-0.377776,0.735412,0.735412
9.78032,-9.90445,0.172278,0.562412,-0.372438,0.736898,0.736898
9.79559,-9.86721,0.174943,0.564895,-0.369657,0.736809,0.736809
9.80855,-9.83053,0.179224,0.567469,-0.366076,0.736979,0.736979
9.8216,-9.79368,0.186185,0.570108,-0.360558,0.737927,0.737927
9.8368,-9.75792,0.192425,0.57309,-0.356642,0.737667,0.737667
9.85459,-9.72202,0.197203,0.576521,-0.353432,0.736617,0.736617
9.87184,-9.68462,0.200092,0.58038,-0.349577,0.735472,0.735472
9.89005,-9.64536,0.201018,0.584637,-0.344896,0.734331,0.734331
9.90667,-9.60481,0.199701,-0.589188,0.339066,-0.733409,-0.733409
9.9257,-9.5631,0.198476,-0.593841,0.332297,-0.732732,-0.732732
9.94325,-9.52106,0.194694,-0.598697,0.325523,-0.731777,-0.731777
9.95976,-9.47908,0.188574,-0.603658,0.319846,-0.730153,-0.730153
9.97776,-9.43519,0.182782,-0.60848,0.314874,-0.728253,-0.728253
9.9926,-9.38919,0.178396,-0.612898,0.308528,-0.727181,-0.727181
10.0086,-9.34212,0.177376,-0.617306,0.301571,-0.726266,-0.726266
10.0258,-9.29307,0.18165,-0.621608,0.294732,-0.725259,-0.725259
10.0391,-9.24688,0.187596,-0.625836,0.288096,-0.724134,-0.724134
10.0488,-9.20436,0.192394,-0.63021,0.286018,-0.72106,-0.72106
10.0596,-9.16372,0.199034,-0.634067,0.284413,-0.718109,-0.718109
10.0668,-9.12329,0.206438,-0.636406,0.276487,-0.718549,-0.718549
10.0691,-9.08526,0.213898,-0.637419,0.26346,-0.721386,-0.721386
10.0701,-9.04611,0.221854,-0.638121,0.249317,-0.724192,-0.724192
10.0718,-9.00842,0.228785,-0.639183,0.236369,-0.725804,-0.725804
10.0717,-8.97344,0.230528,-0.640947,0.22597,-0.725838,-0.725838
10.0741,-8.93598,0.229041,-0.643089,0.217115,-0.725003,-0.725003
10.0744,-8.89793,0.226694,-0.645032,0.209012,-0.724024,-0.724024
10.0738,-8.85927,0.220257,-0.646989,0.202102,-0.722733,-0.722733
10.0747,-8.81835,0.210203,-0.649266,0.197086,-0.720847,-0.720847
10.0725,-8.77702,0.199125,-0.65134,0.193705,-0.718804,-0.718804
10.0641,-8.73533,0.190582,-0.651947,0.188355,-0.718198,-0.718198
10.0521,-8.69128,0.18602,-0.650662,0.178876,-0.719802,-0.719802
10.0379,-8.64712,0.185992,-0.649121,0.170263,-0.721436,-0.721436
10.0219,-8.60198,0.189383,-0.648059,0.164422,-0.722405,-0.722405
10.0112,-8.5544,0.192308,-0.648582,0.161698,-0.721795,-0.721795
10.008,-8.50672,0.193935,-0.650603,0.162657,-0.719399,-0.719399
9.9995,-8.46144,0.195827,-0.653073,0.164197,-0.71631,-0.71631
9.99049,-8.41637,0.20064,-0.654697,0.163073,-0.714247,-0.714247
9.98148,-8.37222,0.207339,-0.656226,0.161949,-0.712476,-0.712476
9.97336,-8.32796,0.213581,-0.658128,0.161824,-0.71057,-0.71057
9.9662,-8.28281,0.218683,-0.660016,0.161174,-0.708879,-0.708879
9.95624,-8.23795,0.221432,-0.661916,0.159784,-0.707376,-0.707376
9.9459,-8.19127,0.220988,-0.664113,0.158057,-0.705852,-0.705852
9.93684,-8.14339,0.217457,-0.666709,0.156314,-0.704162,-0.704162
9.92624,-8.09548,0.211621,-0.66953,0.154172,-0.7024,-0.7024
9.91699,-8.04599,0.204962,-0.672361,0.151528,-0.700626,-0.700626
9.90816,-7.99571,0.19826,-0.674766,0.147684,-0.699201,-0.699201
9.9008,-7.94197,0.194983,-0.675875,0.140342,-0.698964,-0.698964
9.88965,-7.88914,0.194025,-0.676776,0.131474,-0.698894,-0.698894
9.88048,-7.83621,0.195705,-0.678422,0.124173,-0.697725,-0.697725
9.87192,-7.78458,0.201303,-0.680421,0.117127,-0.695998,-0.695998
9.8549,-7.73992,0.205613,-0.683689,0.11443,-0.692702,-0.692702
9.84185,-7.6977,0.210853,-0.68729,0.114536,-0.688573,-0.688573
9.83032,-7.65607,0.219233,-0.689094,0.111934,-0.685421,-0.685421
9.81653,-7.61683,0.2272,-0.68918,0.106603,-0.683106,-0.683106
9.80333,-7.57918,0.233889,-0.688576,0.100566,-0.681001,-0.681001
9.78818,-7.5441,0.236796,-0.688087,0.0951922,-0.678731,-0.678731
9.77047,-7.50967,0.236616,-0.687848,0.0909861,-0.676296,-0.676296
9.75482,-7.473,0.234061,-0.68734,0.0870363,-0.674172,-0.674172
9.73817,-7.4352,0.228748,-0.68663,0.0835811,-0.672449,-0.672449
9.72076,-7.39742,0.220342,-0.68628,0.0813482,-0.6709,-0.6709
9.70127,-7.36069,0.210411,-0.686236,0.0803761,-0.669421,-0.669421
9.68178,-7.32254,0.198959,-0.686103,0.0800272,-0.668126,-0.668126
9.65906,-7.28388,0.189393,-0.68465,0.0781421,-0.667901,-0.667901
9.63299,-7.2437,0.183845,-0.681718,0.0742406,-0.668832,-0.668832
9.603,-7.20527,0.182026,-0.678396,0.070516,-0.67027,-0.67027
9.57338,-7.16581,0.184828,-0.675264,0.0675041,-0.671782,-0.671782
9.54569,-7.12596,0.189194,-0.673437,0.06597,-0.672417,-0.672417
9.52347,-7.08395,0.19303,-0.673602,0.0673964,-0.671621,-0.671621
9.50254,-7.04159,0.195967,-0.674464,0.0695531,-0.670328,-0.670328
9.48137,-6.99939,0.20184,-0.674787,0.0703815,-0.669808,-0.669808
9.4596,-6.95826,0.209501,-0.676041,0.0724697,-0.669268,-0.669268
9.43901,-6.91716,0.217309,-0.678257,0.0757054,-0.668576,-0.668576
9.41847,-6.87537,0.223587,-0.680659,0.0784783,-0.667934,-0.667934
9.39931,-6.83166,0.226413,-0.683025,0.0803164,-0.667574,-0.667574
9.37999,-6.78675,0.225648,-0.685713,0.0819126,-0.66715,-0.66715
9.35974,-6.74187,0.223004,-0.688572,0.0832259,-0.666667,-0.666667
9.34163,-6.69501,0.218108,-0.691319,0.0838687,-0.666197,-0.666197
9.32473,-6.64774,0.212301,-0.69363,0.0840337,-0.665903,-0.665903
9.30851,-6.60022,0.206262,-0.695036,0.0829718,-0.665968,-0.665968
9.29234,-6.55201,0.201914,-0.694427,0.0787847,-0.667079,-0.667079
9.2788,-6.49911,0.201593,-0.692414,0.0717847,-0.668919,-0.668919
9.26078,-6.44921,0.204362,-0.690976,0.0655856,-0.670258,-0.670258
9.23727,-6.40129,0.210128,-0.691025,0.0615542,-0.670663,-0.670663
9.21522,-6.35528,0.217106,-0.692996,0.0615865,-0.669803,-0.669803
9.19199,-6.31448,0.223549,-0.695958,0.0647179,-0.668019,-0.668019
9.1691,-6.27664,0.230249,-0.697747,0.0662093,-0.666423,-0.666423
9.14827,-6.23983,0.238292,-0.697271,0.0640441,-0.665755,-0.665755
9.12821,-6.20394,0.245728,-0.695793,0.0603315,-0.665414,-0.665414
9.10847,-6.16848,0.251137,-0.694217,0.0566047,-0.665098,-0.665098
9.08666,-6.13442,0.253834,-0.693142,0.053994,-0.66462,-0.66462
9.0631,-6.10134,0.253598,-0.692765,0.0528367,-0.66393,-0.66393
9.03823,-6.0692,0.250866,-0.692365,0.0519557,-0.663336,-0.663336
9.01517,-6.03542,0.245888,-0.69118,0.0501277,-0.663152,-0.663152
8.98998,-6.00298,0.238681,-0.6894,0.0480597,-0.663171,-0.663171
8.96469,-5.9709,0.22864,-0.687965,0.0472313,-0.662751,-0.662751
8.93738,-5.94004,0.219001,-0.68624,0.046673,-0.662255,-0.662255
8.90719,-5.90862,0.212273,-0.682712,0.0439625,-0.662703,-0.662703
8.87483,-5.8775,0.208607,-0.678817,0.0409583,-0.663105,-0.663105
8.8421,-5.84572,0.208739,-0.675891,0.0397601,-0.663125,-0.663125
8.81217,-5.81154,0.212381,-0.675332,0.0409822,-0.662116,-0.662116
8.78466,-5.77751,0.216237,-0.676928,0.0444638,-0.65976,-0.65976
8.76082,-5.74238,0.219814,-0.679847,0.0489886,-0.656484,-0.656484
8.73537,-5.70916,0.225926,-0.681814,0.0517048,-0.653964,-0.653964
8.7132,-5.67196,0.233413,-0.682532,0.0521467,-0.652417,-0.652417
8.68961,-5.63792,0.239817,-0.683549,0.0524078,-0.651116,-0.651116
8.66591,-5.60341,0.244008,-0.685531,0.0529618,-0.649747,-0.649747
8.64214,-5.5675,0.245518,-0.68835,0.0536609,-0.64833,-0.64833
8.61802,-5.53037,0.244401,-0.691382,0.0537158,-0.647051,-0.647051
8.59163,-5.49328,0.241412,-0.693872,0.0523618,-0.646143,-0.646143
8.56579,-5.4556,0.237302,-0.695646,0.0496186,-0.645706,-0.645706
8.54027,-5.41659,0.231721,-0.697488,0.0466717,-0.645337,-0.645337
8.51511,-5.37569,0.225775,-0.69955,0.0439742,-0.644796,-0.644796
8.48867,-5.33446,0.221321,-0.700422,0.0397939,-0.644696,-0.644696
8.46112,-5.29221,0.219983,-0.699665,0.0327648,-0.645266,-0.645266
8.43428,-5.2483,0.220633,-0.699822,0.0269567,-0.644916,-0.644916
8.40829,-5.20661,0.222739,-0.701852,0.0236547,-0.643104,-0.643104
8.38268,-5.16771,0.225943,-0.704441,0.0219412,-0.640562,-0.640562
8.35804,-5.13316,0.2306,-0.706638,0.02151,-0.637459,-0.637459
8.33208,-5.10114,0.236489,-0.705766,0.0181204,-0.6351,-0.6351
8.30589,-5.07119,0.243504,-0.702006,0.0114301,-0.633396,-0.633396
8.2795,-5.04229,0.249417,-0.69808,0.00477702,-0.63164,-0.63164
8.25354,-5.01251,0.252837,-0.695277,-0.000573262,-0.629625,-0.629625
8.2263,-4.98252,0.253905,-0.693649,-0.00420689,-0.62735,-0.62735
8.19824,-4.95345,0.252134,-0.692452,-0.00685954,-0.625419,-0.625419
8.16923,-4.92468,0.247966,-0.691148,-0.00920363,-0.624107,-0.624107
8.13959,-4.89397,0.24168,-0.689673,-0.0112811,-0.623404,-0.623404
8.10859,-4.8641,0.233209,-0.688891,-0.0121964,-0.622983,-0.622983
8.07807,-4.83313,0.222979,-0.68942,-0.0111079,-0.622511,-0.622511
8.04318,-4.80491,0.212119,-0.689759,-0.0097201,-0.622451,-0.622451
8.00628,-4.77486,0.205444,-0.687693,-0.010605,-0.623752,-0.623752
7.9626,-4.74924,0.201002,-0.683767,-0.0134676,-0.625978,-0.625978
7.91942,-4.72256,0.200544,-0.680068,-0.0151293,-0.628537,-0.628537
7.87773,-4.69362,0.205125,-0.678429,-0.0153238,-0.630736,-0.630736
7.83987,-4.66121,0.20804,-0.679647,-0.0130336,-0.631707,-0.631707
7.80514,-4.62768,0.210987,-0.683094,-0.00871058,-0.631461,-0.631461
7.77479,-4.5909,0.214771,-0.6873,-0.00446898,-0.631035,-0.631035
7.74327,-4.5578,0.223756,-0.690613,-0.00144544,-0.631444,-0.631444
7.71105,-4.52627,0.234529,-0.692505,-0.000179657,-0.632655,-0.632655
7.68201,-4.49136,0.242981,-0.693857,4.10341e-05,-0.634183,-0.634183
7.6519,-4.45622,0.247483,-0.695573,9.93903e-05,-0.635571,-0.635571
7.6199,-4.42219,0.249215,-0.697708,0.000248258,-0.636712,-0.636712
7.58764,-4.38793,0.24906,-0.699185,-0.000797295,-0.637995,-0.637995
7.55436,-4.35342,0.24757,-0.700022,-0.00309409,-0.639402,-0.639402
7.52301,-4.31678,0.244265,-0.701154,-0.00499172,-0.640779,-0.640779
7.4898,-4.28013,0.240034,-0.703189,-0.00528562,-0.64191,-0.64191
7.4587,-4.24081,0.234546,-0.705686,-0.00472523,-0.642683,-0.642683
7.42773,-4.20199,0.229609,-0.707618,-0.00460625,-0.643195,-0.643195
7.3963,-4.16116,0.227168,-0.707829,-0.00714436,-0.644032,-0.644032
7.36459,-4.12015,0.227657,-0.707483,-0.0107661,-0.644557,-0.644557
7.33281,-4.07949,0.231414,-0.707862,-0.0132016,-0.644676,-0.644676
7.30451,-4.03994,0.237099,-0.710737,-0.010818,-0.64376,-0.64376
7.27742,-4.00429,0.241293,-0.715803,-0.00366188,-0.641589,-0.641589
7.25258,-3.97172,0.245283,-0.720018,0.0036944,-0.639203,-0.639203
7.22629,-3.94307,0.250908,-0.721116,0.00728337,-0.637708,-0.637708
7.20331,-3.91455,0.256354,-0.720376,0.00879685,-0.63677,-0.63677
7.17983,-3.88764,0.260694,-0.719147,0.0101479,-0.635988,-0.635988
7.15619,-3.86027,0.262565,-0.717658,0.011554,-0.635518,-0.635518
7.13161,-3.83354,0.262844,-0.71631,0.0137308,-0.63521,-0.63521
7.10732,-3.80471,0.2612,-0.715201,0.0168032,-0.635195,-0.635195
7.08101,-3.77608,0.257474,-0.714161,0.020549,-0.635575,-0.635575
7.05399,-3.74718,0.251741,-0.713244,0.0251486,-0.636379,-0.636379
7.02683,-3.7176,0.244368,-0.712584,0.030804,-0.637484,-0.637484
6.99944,-3.68715,0.236189,-0.71159,0.0365719,-0.639031,-0.639031
6.96812,-3.65648,0.227547,-0.709431,0.0411252,-0.641513,-0.641513
6.93565,-3.62422,0.221753,-0.706329,0.0445799,-0.644866,-0.644866
6.90327,-3.59041,0.21936,-0.703616,0.0486899,-0.648279,-0.648279
6.86887,-3.5556,0.219619,-0.701744,0.0545555,-0.651468,-0.651468
6.83637,-3.51882,0.223141,-0.701362,0.0615622,-0.653843,-0.653843
6.80615,-3.48028,0.226678,-0.702711,0.070919,-0.654975,-0.654975
6.77949,-3.44021,0.230598,-0.705175,0.0817946,-0.655277,-0.655277
6.75442,-3.39828,0.235925,-0.708068,0.0927398,-0.655508,-0.655508
6.73103,-3.35397,0.243642,-0.711136,0.104634,-0.655897,-0.655897
6.70841,-3.31001,0.250974,-0.713759,0.116972,-0.656581,-0.656581
6.6867,-3.2657,0.25611,-0.715336,0.128586,-0.657838,-0.657838
6.66625,-3.22111,0.258742,-0.716126,0.139459,-0.659398,-0.659398
6.64913,-3.17668,0.25898,-0.716353,0.149989,-0.661175,-0.661175
6.63384,-3.13133,0.257619,-0.715906,0.160356,-0.663211,-0.663211
6.61934,-3.08451,0.254915,-0.714891,0.170705,-0.665248,-0.665248
6.60729,-3.03824,0.250472,-0.713094,0.180497,-0.667467,-0.667467
6.59826,-2.98993,0.244728,-0.710624,0.189202,-0.669915,-0.669915
6.59211,-2.94079,0.240085,-0.707644,0.196437,-0.672617,-0.672617
6.58637,-2.89157,0.237526,-0.704198,0.201482,-0.675911,-0.675911
6.58261,-2.84234,0.237141,-0.701114,0.207706,-0.678287,-0.678287
6.57972,-2.79677,0.238599,-0.698787,0.217038,-0.678787,-0.678787
6.57724,-2.75439,0.242556,-0.697061,0.229691,-0.677398,-0.677398
6.57578,-2.71422,0.247675,-0.695284,0.246034,-0.674309,-0.674309
6.57447,-2.67789,0.253869,-0.692569,0.261424,-0.671786,-0.671786
6.57411,-2.64134,0.259152,-0.688761,0.273499,-0.671102,-0.671102
6.57221,-2.60255,0.263015,-0.684059,0.283207,-0.67198,-0.67198
6.57054,-2.56542,0.265738,-0.678735,0.291908,-0.673721,-0.673721
6.56847,-2.53075,0.267588,-0.672895,0.300332,-0.675936,-0.675936
6.56659,-2.4939,0.266865,-0.666527,0.308342,-0.67869,-0.67869
6.56533,-2.45546,0.264486,-0.659597,0.316457,-0.681752,-0.681752
6.56486,-2.41224,0.260474,0.652231,-0.325469,0.684559,0.684559
6.56593,-2.36952,0.254509,0.64453,-0.335446,0.686876,0.686876
6.56844,-2.32712,0.245843,0.636475,-0.34558,0.689064,0.689064
6.57233,-2.2842,0.236007,0.62782,-0.354163,0.692282,0.692282
6.57654,-2.24108,0.227643,0.618818,-0.359037,0.697536,0.697536
6.58065,-2.19569,0.222592,0.60967,-0.360986,0.704256,0.704256
6.58613,-2.1444,0.220139,0.600748,-0.36323,0.71035,0.71035
6.59265,-2.09229,0.22145,0.592034,-0.366755,0.715247,0.715247
6.60364,-2.04197,0.226298,0.584601,-0.373759,0.716783,0.716783
6.61838,-1.99394,0.230243,0.577896,-0.385667,0.714507,0.714507
6.63821,-1.94821,0.234451,0.571747,-0.400085,0.70966,0.70966
6.66212,-1.90914,0.24197,0.566025,-0.415438,0.702958,0.702958
6.68812,-1.87051,0.251333,0.560196,-0.431535,0.694787,0.694787
6.71401,-1.83385,0.260889,0.55404,-0.446483,0.686707,0.686707
6.74019,-1.79577,0.267731,0.547906,-0.459129,0.679533,0.679533
6.76886,-1.75986,0.271485,0.542091,-0.469669,0.673055,0.673055
6.79672,-1.72401,0.273179,0.536469,-0.478434,0.667329,0.667329
6.82716,-1.6932,0.273292,0.531175,-0.485535,0.662252,0.662252
6.85862,-1.65706,0.270952,0.526512,-0.491793,0.656987,0.656987
6.89144,-1.62016,0.266982,0.52246,-0.496965,0.651949,0.651949
6.92587,-1.58269,0.261844,0.519161,-0.50081,0.647466,0.647466
6.96207,-1.54597,0.255562,0.516979,-0.502697,0.644218,0.644218
7.00063,-1.5057,0.251464,0.516304,-0.501215,0.643225,0.643225
7.04026,-1.46781,0.250966,0.516857,-0.497773,0.643106,0.643106
7.08148,-1.43323,0.253482,0.517472,-0.495888,0.641812,0.641812
7.12342,-1.39996,0.258315,0.518362,-0.494422,0.640202,0.640202
7.16336,-1.37339,0.264014,0.518107,-0.495908,0.637115,0.637115
7.20082,-1.35061,0.269695,0.516171,-0.501759,0.631766,0.631766
7.23523,-1.32734,0.275398,0.514043,-0.507087,0.62761,0.62761
7.26715,-1.30588,0.281854,0.51233,-0.510404,0.625926,0.625926
7.29691,-1.28114,0.286858,0.51082,-0.512535,0.625799,0.625799
7.32607,-1.25763,0.290405,0.509256,-0.514654,0.626056,0.626056
7.35535,-1.23607,0.291917,0.507606,-0.516991,0.626357,0.626357
