x1,y1,x2,y2
1637.7306889623583,1301.073605861543,1517.7306889623592,1301.073605861543
1517.7306889623592,1301.073605861543,1637.7306889623583,1301.073605861543
2072.730688962361,1301.073605861543,1952.7306889623592,1301.073605861543
1952.7306889623592,1301.073605861543,2072.730688962361,1301.073605861543
2290.230688962359,1301.073605861543,2170.23068896236,1301.073605861543
2170.23068896236,1301.073605861543,2290.230688962359,1301.073605861543
2507.730688962361,1301.073605861543,2387.730688962361,1301.073605861543
2387.730688962361,1301.073605861543,2507.730688962361,1301.073605861543
2725.230688962363,1301.073605861543,2605.230688962362,1301.073605861543
2605.230688962362,1301.073605861543,2725.230688962363,1301.073605861543
2942.730688962362,1301.0735979792712,2822.730688962361,1301.0735979792712
2822.730688962361,1301.0735979792712,2942.730688962362,1301.0735979792712
3160.230688962362,1301.0735979792712,3040.230688962362,1301.0735979792712
3040.230688962362,1301.0735979792712,3160.230688962362,1301.0735979792712
3377.7306889623633,1301.0735979792712,3257.730688962361,1301.0735979792712
3257.730688962361,1301.0735979792712,3377.7306889623633,1301.0735979792712
4953.480688962362,2126.823605861544,4953.480688962362,2006.823605861544
4953.480688962362,2006.823605861544,4953.480688962362,2126.823605861544
4953.480688962362,1909.323605861542,4953.480688962362,1789.3236058615419
4953.480688962362,1789.3236058615419,4953.480688962362,1909.323605861542
4953.480688962362,1691.823605861542,4953.480688962362,1571.823605861542
4953.480688962362,1571.823605861542,4953.480688962362,1691.823605861542
4953.480688962362,1474.3236058615419,4953.480688962362,1354.323605861542
4953.480688962362,1354.323605861542,4953.480688962362,1474.3236058615419
4953.480688962362,1256.823605861542,4953.480688962362,1136.823605861542
4953.480688962362,1136.823605861542,4953.480688962362,1256.823605861542
4953.480688962362,1039.3236058615428,4953.480688962362,919.3236058615424
4953.480688962362,919.3236058615424,4953.480688962362,1039.3236058615428
4953.480688962362,821.8236058615428,4953.480688962362,701.8236058615424
4953.480688962362,701.8236058615424,4953.480688962362,821.8236058615428
4953.480688962362,604.3236058615429,4953.480688962362,484.3236058615426
4953.480688962362,484.3236058615426,4953.480688962362,604.3236058615429
884.451706730817,1861.771626574407,799.5988948100239,1946.624442138384
799.5988948100239,1946.624442138384,884.451706730817,1861.771626574407
1038.2474341736388,1707.975904201078,953.394622252842,1792.828719765055
